area_name,year,analysis
Bhundiya  ,2025,Predicted growth class: low | Model confidence: 99.9% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Lekawada ,2026,Predicted growth class: low | Model confidence: 93.1% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Lekawada ,2027,Predicted growth class: low | Model confidence: 92.7% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Lekawada ,2028,Predicted growth class: low | Model confidence: 86.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Lekawada ,2029,Predicted growth class: low | Model confidence: 86.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Lekawada ,2030,Predicted growth class: low | Model confidence: 86.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Lekawada ,2031,Predicted growth class: low | Model confidence: 87.0% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Lekawada ,2032,Predicted growth class: low | Model confidence: 86.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Lekawada ,2033,Predicted growth class: low | Model confidence: 86.3% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Lekawada ,2034,Predicted growth class: low | Model confidence: 86.8% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Lekawada ,2035,Predicted growth class: low | Model confidence: 82.9% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Lekawada ,2036,Predicted growth class: low | Model confidence: 72.4% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Lekawada ,2037,Predicted growth class: low | Model confidence: 68.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Lekawada ,2038,Predicted growth class: low | Model confidence: 66.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Lekawada ,2039,Predicted growth class: low | Model confidence: 66.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Lekawada ,2040,Predicted growth class: low | Model confidence: 64.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Lekawada village,2025,Predicted growth class: low | Model confidence: 99.6% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Lekawada village,2026,Predicted growth class: low | Model confidence: 99.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Lekawada village,2027,Predicted growth class: low | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Lekawada village,2028,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Lekawada village,2029,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Lekawada village,2030,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Lekawada village,2031,Predicted growth class: low | Model confidence: 99.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Lekawada village,2032,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Lekawada village,2033,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Lekawada village,2034,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Lekawada village,2035,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Lekawada village,2036,Predicted growth class: low | Model confidence: 99.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Lekawada village,2037,Predicted growth class: low | Model confidence: 99.4% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Lekawada village,2038,Predicted growth class: low | Model confidence: 99.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Lekawada village,2039,Predicted growth class: low | Model confidence: 99.4% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Lekawada village,2040,Predicted growth class: low | Model confidence: 99.4% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
NH-8,2025,Predicted growth class: low | Model confidence: 95.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
NH-8,2026,Predicted growth class: low | Model confidence: 95.3% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
NH-8,2027,Predicted growth class: low | Model confidence: 97.0% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
NH-8,2028,Predicted growth class: low | Model confidence: 93.7% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
NH-8,2029,Predicted growth class: low | Model confidence: 93.1% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
NH-8,2030,Predicted growth class: low | Model confidence: 93.0% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
NH-8,2031,Predicted growth class: low | Model confidence: 93.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
NH-8,2032,Predicted growth class: low | Model confidence: 92.8% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
NH-8,2033,Predicted growth class: low | Model confidence: 88.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
NH-8,2034,Predicted growth class: low | Model confidence: 87.1% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
NH-8,2035,Predicted growth class: low | Model confidence: 87.1% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
NH-8,2036,Predicted growth class: low | Model confidence: 87.1% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
NH-8,2037,Predicted growth class: low | Model confidence: 85.5% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
NH-8,2038,Predicted growth class: low | Model confidence: 83.6% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
NH-8,2039,Predicted growth class: low | Model confidence: 83.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
NH-8,2040,Predicted growth class: low | Model confidence: 83.8% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Nabhoi,2025,Predicted growth class: low | Model confidence: 94.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Nabhoi,2026,Predicted growth class: low | Model confidence: 74.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Nabhoi,2027,Predicted growth class: low | Model confidence: 74.8% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Nabhoi,2028,Predicted growth class: medium | Model confidence: 89.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Nabhoi,2029,Predicted growth class: medium | Model confidence: 90.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Nabhoi,2030,Predicted growth class: medium | Model confidence: 93.0% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
