area_name,year,analysis
Indroda,2017,"In 2017, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | Barely any change from 2016 to 2017 — the area stayed almost exactly the same. | There was a decent amount of greenery in Indroda in 2017 — still some trees and open patches, not fully built over. | In 2017, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2018,"In 2018, only about 7% of Indroda had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.4% more land was built on. | There was a decent amount of greenery in Indroda in 2018 — still some trees and open patches, not fully built over. | In 2018, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2019,"In 2019, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2018 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Indroda by 2019 — most natural land had been replaced by construction. | In 2019, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2020,"In 2020, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | There was a decent amount of greenery in Indroda in 2020 — still some trees and open patches, not fully built over. | In 2020, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2021,"In 2021, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | There was a decent amount of greenery in Indroda in 2021 — still some trees and open patches, not fully built over. | In 2021, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2022,"In 2022, only about 7% of Indroda had buildings or roads on it — most of the area was still open land. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | There was a decent amount of greenery in Indroda in 2022 — still some trees and open patches, not fully built over. | In 2022, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2023,"In 2023, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2022 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Indroda in 2023 — still some trees and open patches, not fully built over. | In 2023, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Indroda,2024,"In 2024, only about 6% of Indroda had buildings or roads on it — most of the area was still open land. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | There was a decent amount of greenery in Indroda in 2024 — still some trees and open patches, not fully built over. | In 2024, Indroda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Infocity,2016,"In 2016, around 33% of Infocity was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Infocity by 2016 — most natural land had been replaced by construction. | Night-time activity in Infocity was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Infocity,2017,"In 2017, around 35% of Infocity was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.2% more land was built on. | Infocity still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | Night-time activity in Infocity was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Infocity,2018,"In 2018, around 37% of Infocity was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 2.3% more land was built on. | Infocity still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | Night-time activity in Infocity was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Infocity,2019,"In 2019, around 35% of Infocity was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 2.4% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Infocity in 2019 — still some trees and open patches, not fully built over. | Night-time activity in Infocity was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Infocity,2020,"In 2020, around 35% of Infocity was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.5% more land got covered. | There was a decent amount of greenery in Infocity in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Infocity was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
